,Proyecto de Ley,Palabra Clave,Estado,Fecha Radicación,Resumen,Tipo,link,ID
113,Por medio del cual se incorporan las mutilaciones como forma de maltrato animal. ,Maltrato animal,Publicada Ponencia Primer Debate,"dic. 13, 2018",El presente proyecto de ley parte de la iniciativa de proscribir todas las formas de maltrato en contra de animales no humanos. ,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-incorporan-las-mutilaciones-como-forma-de-maltrato-animal-maltrato-animal/9845/,114
114,"Por medio de la cual la Nación se asocia y rinde publico homenaje al distrito turístico, cultural e histórico de Santa Marta en el departamento del Magdalena con motivo de la celebración de los quinientos (500) años de su fundación y se dictan otras disposiciones. ","500 años de Santa Marta, Magdalena",Publicada Ponencia Primer Debate,"dic. 13, 2018",NA,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-la-nacion-se-asocia-y-rinde-publico-homenaje-al-distrito-turistico-cultural-e-historico-de-santa-marta-en-el-departamento-del-magdalena-con-motivo-de-la-celebracion-de-los-quinientos-500-anos-de-su-fundacion-y-se-dictan-otras-disposiciones-500-anos-de-santa-marta-magdalena/9852/,115
115,"Por medio de la cual se fomenta, se protege y se incentiva la lactancia materna y las prácticas óptimas de alimentación infantil - Ley Gloria Ochoa Parra - y se dictan otras disposiciones. ","Incentiva la lactancia materna, Ley Gloria Ochoa Parra",Concepto Institucional,"dic. 12, 2018","El objeto de la presente ley es fomentar, proteger y apoyar la lactancia materna y las prácticas óptimas de alimentación infantil, a fin de lograr una nutrición segura, adecuada y suficiente; fomentar la alimentación saludable, prevenir el sobrepeso, obesidad y enfermedades no transmisibles, mediante la regulación de la comercialización y distribución de todo producto que sea utilizado para la alimentación de lactantes y niños pequeños de hasta 36 meses, mujeres gestantes y en periodo de lactancia.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-fomenta-se-protege-y-se-incentiva-la-lactancia-materna-y-las-practicas-optimas-de-alimentacion-infantil---ley-gloria-ochoa-parra---y-se-dictan-otras-disposiciones-incentiva-la-lactancia-materna-ley-gloria-ochoa-parra/9834/,116
116,"Por medio de la cual la Nación se vincula a la conmemoración y rinde público homenaje al municipio de San Pedro, departamento de Sucre, con motivo de los 80 años de su fundación de vida municipal y se dictan otras disposiciones. ","80 años de San Pedro, Sucre",Radicado,"dic. 12, 2018",Autoriza al Gobierno nacional para incorporar dentro del Presupuesto General de la Nación las partidas presupuestales necesarias para: 1. Adecuación y mantenimiento de las instalaciones del polideportivo. 2. Nodo agroindustrial del Servicio Nacional de Aprendizaje (SENA). 3. Proyectos de vivienda de interés social. 4. Pavimentación en concreto hidráulico de la carrera 9 a partir de la calle 9 a la carretera Sincelejo - Magangué.,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-la-nacion-se-vincula-a-la-conmemoracion-y-rinde-publico-homenaje-al-municipio-de-san-pedro-departamento-de-sucre-con-motivo-de-los-80-anos-de-su-fundacion-de-vida-municipal-y-se-dictan-otras-disposiciones-80-anos-de-san-pedro-sucre/9835/,117
117,Por medio de la cual se levanta la prohibición de adelantar actividades agropecuarias en los ecosistemas de páramo en Colombia. ,Agricultura en páramos,Publicación,"dic. 12, 2018","Busca modificar el artículo 173 de la Ley 1753 de 2015 en el sentido de eliminar la prohibición de adelantar actividades agropecuarias en los ecosistemas de páramos en Colombia. La mencionada ley adicionalmente dispone la reconversión de dichas actividades y la reubicación laboral de las personas que acometen esas actividades. Puesto que el Gobierno no ha dado cumplimiento al precepto legal referido, se requiere derogar sus efectos para evitar que sigan afectando a miles de familias campesinas humildes y de bajos recursos que obtienen sus ingresos de la explotación de la tierra en los límites de los páramos.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-levanta-la-prohibicion-de-adelantar-actividades-agropecuarias-en-los-ecosistemas-de-paramo-en-colombia-agricultura-en-paramos/9843/,118
118,Por medio de la cual se modifica el artículo 1 de la Ley 1364 de 2000. ,Vigencia del Soat,Publicada Ponencia Primer Debate,"dic. 12, 2018","Busca que la vigencia del SOAT no sea solo anual, sino además mensual o por días, dependiendo el uso personal, industrial o comercial del vehículo automotor, porque evidentemente muchos colombianos con diferentes roles o labores no lo utilizan a diario y durante un año el respectivo vehículo automotor, sino que se limita a un determinado período en el tiempo, y a todas luces es injusto que se le obligue a pagar por todo el año.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-el-articulo-1-de-la-ley-1364-de-2000-vigencia-del-soat/9839/,119
119,"Por medio del cual se utilizan las nuevas tecnologías financieras para estimular el desarrollo regional, se promueve su uso y se dictan otras disposiciones. ",Tecnologías financieras,Publicación,"dic. 12, 2018","La presente ley tiene como propósito fomentar el uso de nuevas tecnologías financieras para mejorar la provisión de créditos a la productividad regional, reducir la utilización de efectivo, promover la inclusión financiera y con ello, contribuir a la reducción de brechas de desigualdad regional. Así mismo, pretende crear un ecosistema propicio para el desarrollo de nuevos emprendimientos FinTech.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-utilizan-las-nuevas-tecnologias-financieras-para-estimular-el-desarrollo-regional-se-promueve-su-uso-y-se-dictan-otras-disposiciones-tecnologias-financieras/9842/,120
120,"Por medio de la cual se reforma parcialmente la Ley 685 de 2001, Código de Minas. ",Reforma al Código de Minas,Publicación,"dic. 11, 2018","El presente Código tiene como objetivos de interés público fomentar la exploración técnica y la explotación de los recursos mineros de propiedad estatal y privada; estimular estas actividades en orden a satisfacer los requerimientos de la demanda interna y externa de los mismos y a que su aprovechamiento se realice en forma armónica con los principios y normas de explotación racional de los recursos naturales no renovables y del ambiente, en especial el principio de precaución; regular la actividad minera dentro de un concepto integral de desarrollo sostenible y del fortalecimiento económico y social del país, respetando los principios consagrados en la Constitución Política y en los Tratados internacionales”.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-reforma-parcialmente-la-ley-685-de-2001-codigo-de-minas-reforma-al-codigo-de-minas/9840/,121
121,"Por medio de la cual se dictan normas para el ejercicio de la profesión de administración, se expide el Código de Ética, se deroga la Ley 60 de 1981 y su Decreto Reglamentario 2718 de 1984, y se dictan otras disposiciones. ",Reglamenta la profesión de administración,Publicación,"dic. 11, 2018","El objeto de la presente ley es regular el ejercicio de la Profesión de Administración. Se entiende por administración, la ciencia social y económica cuyo objeto es el estudio e intervención de las organizaciones, entendidas como entes sociales y económicos, y su finalidad sea planear, organizar, dirigir y controlar toda actividad económica.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-dictan-normas-para-el-ejercicio-de-la-profesion-de-administracion-se-expide-el-codigo-de-etica-se-deroga-la-ley-60-de-1981-y-su-decreto-reglamentario-2718-de-1984-y-se-dictan-otras-disposiciones-reglamenta-la-profesion-de-administracion/9832/,122
122,Por medio del cual se garantiza la inclusión educativa y desarrollo integral de niños niñas y adolescentes con dificultades de aprendizaje. ,Inclusión educativa,Publicada Ponencia Primer Debate,"dic. 11, 2018","El objeto de la presente ley es garantizar la inclusión educativa efectiva y el desarrollo integral de niños, niñas y adolescentes con dificultades de aprendizaje en la educación preescolar, básica y media. Para la garantía efectiva del derecho a la educación de los niños, niñas y adolescentes con dificultades de aprendizaje, el Gobierno Nacional a través del Ministerio de Educación Nacional implementará las medidas necesarias y contempladas en la presente ley.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-garantiza-la-inclusion-educativa-y-desarrollo-integral-de-ninos-ninas-y-adolescentes-con-dificultades-de-aprendizaje-inclusion-educativa/9841/,123
123,Por la cual se regula el pago por horas laborales y se permite la cotización al Sistema de Seguridad Social Integral por horas para teletrabajadores. ,Seguridad social del teletrabajo,Publicación,"dic. 11, 2018",NA,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-regula-el-pago-por-horas-laborales-y-se-permite-la-cotizacion-al-sistema-de-seguridad-social-integral-por-horas-para-teletrabajadores-seguridad-social-del-teletrabajo/9833/,124
124,"Por la cual se incentiva la formalización de asociaciones de Economía Solidaria para el desarrollo responsable de la minería legal del ORO como metal precioso, y se dictan otras disposiciones. ",Cooperativas para minería de oro,Publicación,"dic. 5, 2018"," La presente ley busca promover incentivos para la formalización de la Minería Ilegal; motivando a quienes la practican a generar iniciativas de asociación y de esta manera crear entidades de economía solidaria con estructuras administrativas adecuadas; generando desde el Gobierno, por medio de los entes nacionales y locales que encabezan la protección de los recursos naturales, la formación y capacitación necesaria en todos los procesos de: permisos, licenciamiento y aprovechamiento adecuado de los recursos para la comunidades donde tiene presencia específica este problema. Teniendo como principal objetivo reducir significativamente las condiciones que fomentan la violencia y la ilegalidad.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-incentiva-la-formalizacion-de-asociaciones-de-economia-solidaria-para-el-desarrollo-responsable-de-la-mineria-legal-del-oro-como-metal-precioso-y-se-dictan-otras-disposiciones-cooperativas-para-mineria-de-oro-/9855/,125
125,Por medio del cual se regula el régimen de impedimentos y recusaciones del Fiscal General de la Nación. ,Fiscal Ad Hoc,Publicada Ponencia Primer Debate,"dic. 5, 2018","En los casos en que prospere el impedimento o la recusación, la Corte Suprema de Justicia oficiará al Presidente de la República para que en el término máximo de diez (10) días conforme una terna en los términos del inciso segundo del artículo 249 de la Constitución Política. ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-regula-el-regimen-de-impedimentos-y-recusaciones-del-fiscal-general-de-la-nacion-fiscal-ad-hoc/9831/,126
126,Por la cual se modifica el ingreso base de cotización en seguridad social de las personas que desarrollan contratos de prestación de servicios. ,Seguridad social contratistas,Publicada Ponencia Primer Debate,"dic. 5, 2018","La presente ley tiene por objeto mejorar las condiciones de las personas que se dedican a desarrollar contratos de prestación de servicios, haciendo más justo y claro el sistema de contribución, ayudar a los contratantes a evitar responsabilidades fiscales, y al Estado la evasión a la seguridad social.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-modifica-el-ingreso-base-de-cotizacion-en-seguridad-social-de-las-personas-que-desarrollan-contratos-de-prestacion-de-servicios-seguridad-social-contratistas/9856/,127
127,Por medio del cual se convierte en política de Estado el Fondo Especial para la Promoción de la Educación Superior de las Comunidades Negras. ,Financiación educación superior de  comunidades negras,Publicación,"dic. 5, 2018","El fondo de comunidades negras tiene por objeto otorgar créditos de carácter condonable en las comunidades negras del país para realizar estudios de educación superior a nivel de pregrado (técnico, tecnológico y Universitario) y para posgrado a nivel semipresencial, presencial (especialización, maestría y doctorado).",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-convierte-en-politica-de-estado-el-fondo-especial-para-la-promocion-de-la-educacion-superior-de-las-comunidades-negras-financiacion-educacion-superior-de-comunidades-negras/9857/,128
